pedido_id,numero_cuota,monto,fecha_vencimiento,estado,is_active
36,4,7421.19,2025-11-24,pendiente,True
36,5,7421.19,2025-12-24,pendiente,True
36,6,7421.19,2026-01-23,pendiente,True
36,7,7421.19,2026-02-22,pendiente,True
36,8,7421.19,2026-03-24,pendiente,True
36,9,7421.19,2026-04-23,pendiente,True
36,10,7421.19,2026-05-23,pendiente,True
37,1,2054.25,2024-12-21,pendiente,True
37,2,2054.25,2025-01-20,pendiente,True
37,3,2054.25,2025-02-19,pendiente,True
37,4,2054.25,2025-03-21,pendiente,True
37,5,2054.25,2025-04-20,pendiente,True
37,6,2054.25,2025-05-20,pendiente,True
38,1,39370.08,2025-06-19,pendiente,True
39,1,9323.28,2024-12-22,pendiente,True
39,2,9323.28,2025-01-21,pendiente,True
39,3,9323.28,2025-02-20,pendiente,True
40,1,5444.53,2025-08-25,pendiente,True
40,2,5444.53,2025-09-24,pendiente,True
40,3,5444.53,2025-10-24,pendiente,True
40,4,5444.53,2025-11-23,pendiente,True
40,5,5444.53,2025-12-23,pendiente,True
40,6,5444.53,2026-01-22,pendiente,True
40,7,5444.53,2026-02-21,pendiente,True
40,8,5444.53,2026-03-23,pendiente,True
40,9,5444.53,2026-04-22,pendiente,True
40,10,5444.53,2026-05-22,pendiente,True
40,11,5444.53,2026-06-21,pendiente,True
41,1,23547.92,2025-03-21,pendiente,True
41,2,23547.92,2025-04-20,pendiente,True
42,1,13409.49,2025-10-30,pendiente,True
43,1,8005.93,2025-08-14,pendiente,True
44,1,1386.65,2025-02-12,pendiente,True
45,1,3452.67,2025-03-29,pendiente,True
46,1,19664.74,2025-04-12,pendiente,True
47,1,3420.46,2025-08-09,pendiente,True
47,2,3420.46,2025-09-08,pendiente,True
47,3,3420.46,2025-10-08,pendiente,True
48,1,5066.18,2025-03-20,pendiente,True
48,2,5066.18,2025-04-19,pendiente,True
48,3,5066.18,2025-05-19,pendiente,True
48,4,5066.18,2025-06-18,pendiente,True
48,5,5066.18,2025-07-18,pendiente,True
48,6,5066.18,2025-08-17,pendiente,True
49,1,14917.72,2025-10-22,pendiente,True
50,1,7218.89,2025-09-20,pendiente,True
51,1,4782.51,2025-02-26,pendiente,True
52,1,37192.02,2025-01-17,pendiente,True
53,1,55455.25,2025-10-08,pendiente,True
54,1,20142.05,2025-08-31,pendiente,True
55,1,1667.12,2025-12-07,pendiente,True
56,1,3775.08,2025-06-23,pendiente,True
57,1,26386.78,2024-12-09,pendiente,True
58,1,1990.72,2025-05-17,pendiente,True
58,2,1990.72,2025-06-16,pendiente,True
58,3,1990.72,2025-07-16,pendiente,True
58,4,1990.72,2025-08-15,pendiente,True
58,5,1990.72,2025-09-14,pendiente,True
58,6,1990.72,2025-10-14,pendiente,True
58,7,1990.72,2025-11-13,pendiente,True
58,8,1990.72,2025-12-13,pendiente,True
59,1,9496.44,2025-11-29,pendiente,True
60,1,1057.17,2025-09-01,pendiente,True
60,2,1057.17,2025-10-01,pendiente,True
60,3,1057.17,2025-10-31,pendiente,True
60,4,1057.17,2025-11-30,pendiente,True
60,5,1057.17,2025-12-30,pendiente,True
60,6,1057.17,2026-01-29,pendiente,True
60,7,1057.17,2026-02-28,pendiente,True
60,8,1057.17,2026-03-30,pendiente,True
60,9,1057.17,2026-04-29,pendiente,True
60,10,1057.17,2026-05-29,pendiente,True
61,1,1742.07,2025-09-04,pendiente,True
62,1,1582.81,2025-01-10,pendiente,True
62,2,1582.81,2025-02-09,pendiente,True
62,3,1582.81,2025-03-11,pendiente,True
62,4,1582.81,2025-04-10,pendiente,True
62,5,1582.81,2025-05-10,pendiente,True
62,6,1582.81,2025-06-09,pendiente,True
62,7,1582.81,2025-07-09,pendiente,True
63,1,28735.44,2025-05-13,pendiente,True
64,1,4616.55,2025-09-17,pendiente,True
65,1,554.17,2024-12-21,pendiente,True
65,2,554.17,2025-01-20,pendiente,True
65,3,554.17,2025-02-19,pendiente,True
65,4,554.17,2025-03-21,pendiente,True
65,5,554.17,2025-04-20,pendiente,True
66,1,2390.76,2024-12-31,pendiente,True
67,1,12241.03,2025-07-23,pendiente,True
67,2,12241.03,2025-08-22,pendiente,True
67,3,12241.03,2025-09-21,pendiente,True
68,1,1902.85,2025-04-29,pendiente,True
68,2,1902.85,2025-05-29,pendiente,True
68,3,1902.85,2025-06-28,pendiente,True
68,4,1902.85,2025-07-28,pendiente,True
68,5,1902.85,2025-08-27,pendiente,True
68,6,1902.85,2025-09-26,pendiente,True
69,1,4500.72,2025-02-05,pendiente,True
69,2,4500.72,2025-03-07,pendiente,True
69,3,4500.72,2025-04-06,pendiente,True
70,1,874.19,2025-04-10,pendiente,True
70,2,874.19,2025-05-10,pendiente,True
70,3,874.19,2025-06-09,pendiente,True
70,4,874.19,2025-07-09,pendiente,True
70,5,874.19,2025-08-08,pendiente,True
70,6,874.19,2025-09-07,pendiente,True
70,7,874.19,2025-10-07,pendiente,True
70,8,874.19,2025-11-06,pendiente,True
70,9,874.19,2025-12-06,pendiente,True
71,1,661.26,2025-03-17,pendiente,True
71,2,661.26,2025-04-16,pendiente,True
71,3,661.26,2025-05-16,pendiente,True
71,4,661.26,2025-06-15,pendiente,True
71,5,661.26,2025-07-15,pendiente,True
71,6,661.26,2025-08-14,pendiente,True
71,7,661.26,2025-09-13,pendiente,True
71,8,661.26,2025-10-13,pendiente,True
71,9,661.26,2025-11-12,pendiente,True
71,10,661.26,2025-12-12,pendiente,True
71,11,661.26,2026-01-11,pendiente,True
71,12,661.26,2026-02-10,pendiente,True
72,1,8130.81,2025-08-11,pendiente,True
72,2,8130.81,2025-09-10,pendiente,True
72,3,8130.81,2025-10-10,pendiente,True
73,1,2926.92,2025-05-17,pendiente,True
74,1,27105.56,2025-04-06,pendiente,True
75,1,2036.52,2025-10-16,pendiente,True
75,2,2036.52,2025-11-15,pendiente,True
75,3,2036.52,2025-12-15,pendiente,True
75,4,2036.52,2026-01-14,pendiente,True
76,1,15484.84,2025-09-30,pendiente,True
77,1,2720.66,2025-11-26,pendiente,True
77,2,2720.66,2025-12-26,pendiente,True
77,3,2720.66,2026-01-25,pendiente,True
77,4,2720.66,2026-02-24,pendiente,True
77,5,2720.66,2026-03-26,pendiente,True
78,1,6043.56,2025-03-06,pendiente,True
79,1,845.65,2025-04-11,pendiente,True
79,2,845.65,2025-05-11,pendiente,True
79,3,845.65,2025-06-10,pendiente,True
79,4,845.65,2025-07-10,pendiente,True
79,5,845.65,2025-08-09,pendiente,True
79,6,845.65,2025-09-08,pendiente,True
79,7,845.65,2025-10-08,pendiente,True
79,8,845.65,2025-11-07,pendiente,True
80,1,62505.55,2024-12-26,pendiente,True
81,1,42.84,2025-11-09,pendiente,True
81,2,42.84,2025-12-09,pendiente,True
81,3,42.84,2026-01-08,pendiente,True
81,4,42.84,2026-02-07,pendiente,True
81,5,42.84,2026-03-09,pendiente,True
81,6,42.84,2026-04-08,pendiente,True
82,1,29444.2,2025-06-07,pendiente,True
83,1,7538.27,2025-08-18,pendiente,True
84,1,2400.14,2025-02-04,pendiente,True
84,2,2400.14,2025-03-06,pendiente,True
84,3,2400.14,2025-04-05,pendiente,True
84,4,2400.14,2025-05-05,pendiente,True
84,5,2400.14,2025-06-04,pendiente,True
84,6,2400.14,2025-07-04,pendiente,True
84,7,2400.14,2025-08-03,pendiente,True
84,8,2400.14,2025-09-02,pendiente,True
84,9,2400.14,2025-10-02,pendiente,True
84,10,2400.14,2025-11-01,pendiente,True
85,1,3451.18,2025-10-07,pendiente,True
85,2,3451.18,2025-11-06,pendiente,True
85,3,3451.18,2025-12-06,pendiente,True
85,4,3451.18,2026-01-05,pendiente,True
85,5,3451.18,2026-02-04,pendiente,True
85,6,3451.18,2026-03-06,pendiente,True
85,7,3451.18,2026-04-05,pendiente,True
85,8,3451.18,2026-05-05,pendiente,True
85,9,3451.18,2026-06-04,pendiente,True
85,10,3451.18,2026-07-04,pendiente,True
85,11,3451.18,2026-08-03,pendiente,True
85,12,3451.18,2026-09-02,pendiente,True
86,1,4039.95,2025-02-08,pendiente,True
86,2,4039.95,2025-03-10,pendiente,True
86,3,4039.95,2025-04-09,pendiente,True
86,4,4039.95,2025-05-09,pendiente,True
86,5,4039.95,2025-06-08,pendiente,True
86,6,4039.95,2025-07-08,pendiente,True
86,7,4039.95,2025-08-07,pendiente,True
87,1,29781.24,2025-09-28,pendiente,True
87,2,29781.24,2025-10-28,pendiente,True
88,1,6948.36,2025-01-17,pendiente,True
88,2,6948.36,2025-02-16,pendiente,True
89,1,5150.31,2025-01-26,pendiente,True
89,2,5150.31,2025-02-25,pendiente,True
89,3,5150.31,2025-03-27,pendiente,True
89,4,5150.31,2025-04-26,pendiente,True
89,5,5150.31,2025-05-26,pendiente,True
89,6,5150.31,2025-06-25,pendiente,True
89,7,5150.31,2025-07-25,pendiente,True
90,1,1665.56,2025-06-10,pendiente,True
91,1,14382.1,2025-09-23,pendiente,True
92,1,36619.5,2025-09-30,pendiente,True
93,1,9317.17,2025-03-06,pendiente,True
93,2,9317.17,2025-04-05,pendiente,True
93,3,9317.17,2025-05-05,pendiente,True
93,4,9317.17,2025-06-04,pendiente,True
94,1,1881.21,2025-06-30,pendiente,True
94,2,1881.21,2025-07-30,pendiente,True
94,3,1881.21,2025-08-29,pendiente,True
94,4,1881.21,2025-09-28,pendiente,True
94,5,1881.21,2025-10-28,pendiente,True
94,6,1881.21,2025-11-27,pendiente,True
94,7,1881.21,2025-12-27,pendiente,True
94,8,1881.21,2026-01-26,pendiente,True
95,1,1257.74,2025-06-11,pendiente,True
95,2,1257.74,2025-07-11,pendiente,True
95,3,1257.74,2025-08-10,pendiente,True
95,4,1257.74,2025-09-09,pendiente,True
95,5,1257.74,2025-10-09,pendiente,True
95,6,1257.74,2025-11-08,pendiente,True
96,1,21281.72,2025-08-20,pendiente,True
97,1,2072.16,2025-08-26,pendiente,True
97,2,2072.16,2025-09-25,pendiente,True
97,3,2072.16,2025-10-25,pendiente,True
97,4,2072.16,2025-11-24,pendiente,True
97,5,2072.16,2025-12-24,pendiente,True
97,6,2072.16,2026-01-23,pendiente,True
97,7,2072.16,2026-02-22,pendiente,True
98,1,9845.92,2025-02-05,pendiente,True
99,1,3951.05,2025-11-11,pendiente,True
99,2,3951.05,2025-12-11,pendiente,True
99,3,3951.05,2026-01-10,pendiente,True
99,4,3951.05,2026-02-09,pendiente,True
100,1,6648.56,2025-01-06,pendiente,True
100,2,6648.56,2025-02-05,pendiente,True
100,3,6648.56,2025-03-07,pendiente,True
100,4,6648.56,2025-04-06,pendiente,True
100,5,6648.56,2025-05-06,pendiente,True
100,6,6648.56,2025-06-05,pendiente,True
100,7,6648.56,2025-07-05,pendiente,True
100,8,6648.56,2025-08-04,pendiente,True
100,9,6648.56,2025-09-03,pendiente,True
101,1,24306.56,2024-12-14,pendiente,True
102,1,41190.24,2024-12-30,pendiente,True
103,1,4289.37,2025-08-27,pendiente,True
103,2,4289.37,2025-09-26,pendiente,True
103,3,4289.37,2025-10-26,pendiente,True
103,4,4289.37,2025-11-25,pendiente,True
103,5,4289.37,2025-12-25,pendiente,True
104,1,19249.8,2025-10-18,pendiente,True
105,1,5332.98,2025-01-01,pendiente,True
105,2,5332.98,2025-01-31,pendiente,True
106,1,11283.36,2025-01-14,pendiente,True
107,1,24908.04,2025-10-31,pendiente,True
108,1,32478.18,2025-12-03,pendiente,True
109,1,6801.87,2025-03-20,pendiente,True
110,1,4848.76,2025-12-08,pendiente,True
110,2,4848.76,2026-01-07,pendiente,True
110,3,4848.76,2026-02-06,pendiente,True
110,4,4848.76,2026-03-08,pendiente,True
110,5,4848.76,2026-04-07,pendiente,True
110,6,4848.76,2026-05-07,pendiente,True
110,7,4848.76,2026-06-06,pendiente,True
110,8,4848.76,2026-07-06,pendiente,True
111,1,4815.6,2025-06-21,pendiente,True
111,2,4815.6,2025-07-21,pendiente,True
111,3,4815.6,2025-08-20,pendiente,True
111,4,4815.6,2025-09-19,pendiente,True
111,5,4815.6,2025-10-19,pendiente,True
112,1,31308.96,2025-10-16,pendiente,True
113,1,65612.3,2025-06-12,pendiente,True
114,1,552.53,2025-01-27,pendiente,True
114,2,552.53,2025-02-26,pendiente,True
114,3,552.53,2025-03-28,pendiente,True
114,4,552.53,2025-04-27,pendiente,True
114,5,552.53,2025-05-27,pendiente,True
114,6,552.53,2025-06-26,pendiente,True
115,1,59584.96,2025-08-11,pendiente,True
116,1,9915.69,2025-08-09,pendiente,True
117,1,4358.57,2025-08-05,pendiente,True
117,2,4358.57,2025-09-04,pendiente,True
117,3,4358.57,2025-10-04,pendiente,True
117,4,4358.57,2025-11-03,pendiente,True
117,5,4358.57,2025-12-03,pendiente,True
117,6,4358.57,2026-01-02,pendiente,True
117,7,4358.57,2026-02-01,pendiente,True
117,8,4358.57,2026-03-03,pendiente,True
117,9,4358.57,2026-04-02,pendiente,True
118,1,11679.6,2025-01-10,pendiente,True
119,1,54097.44,2025-07-24,pendiente,True
120,1,5557.18,2025-11-26,pendiente,True
120,2,5557.18,2025-12-26,pendiente,True
120,3,5557.18,2026-01-25,pendiente,True
120,4,5557.18,2026-02-24,pendiente,True
120,5,5557.18,2026-03-26,pendiente,True
120,6,5557.18,2026-04-25,pendiente,True
120,7,5557.18,2026-05-25,pendiente,True
120,8,5557.18,2026-06-24,pendiente,True
121,1,5435.05,2024-12-17,pendiente,True
122,1,14141.72,2025-01-05,pendiente,True
122,2,14141.72,2025-02-04,pendiente,True
122,3,14141.72,2025-03-06,pendiente,True
122,4,14141.72,2025-04-05,pendiente,True
123,1,9514.78,2025-11-26,pendiente,True
124,1,22936.36,2025-03-28,pendiente,True
125,1,14994.89,2025-05-24,pendiente,True
126,1,11480.52,2025-10-18,pendiente,True
127,1,4713.3,2025-07-18,pendiente,True
127,2,4713.3,2025-08-17,pendiente,True
127,3,4713.3,2025-09-16,pendiente,True
127,4,4713.3,2025-10-16,pendiente,True
127,5,4713.3,2025-11-15,pendiente,True
127,6,4713.3,2025-12-15,pendiente,True
127,7,4713.3,2026-01-14,pendiente,True
127,8,4713.3,2026-02-13,pendiente,True
127,9,4713.3,2026-03-15,pendiente,True
127,10,4713.3,2026-04-14,pendiente,True
128,1,5586.87,2025-10-15,pendiente,True
128,2,5586.87,2025-11-14,pendiente,True
128,3,5586.87,2025-12-14,pendiente,True
128,4,5586.87,2026-01-13,pendiente,True
128,5,5586.87,2026-02-12,pendiente,True
129,1,23353.4,2025-06-20,pendiente,True
130,1,13316.1,2025-10-15,pendiente,True
130,2,13316.1,2025-11-14,pendiente,True
130,3,13316.1,2025-12-14,pendiente,True
130,4,13316.1,2026-01-13,pendiente,True
130,5,13316.1,2026-02-12,pendiente,True
131,1,11320.15,2024-12-27,pendiente,True
132,1,3954.18,2025-07-13,pendiente,True
133,1,1249.48,2025-01-01,pendiente,True
133,2,1249.48,2025-01-31,pendiente,True
133,3,1249.48,2025-03-02,pendiente,True
133,4,1249.48,2025-04-01,pendiente,True
133,5,1249.48,2025-05-01,pendiente,True
133,6,1249.48,2025-05-31,pendiente,True
133,7,1249.48,2025-06-30,pendiente,True
133,8,1249.48,2025-07-30,pendiente,True
133,9,1249.48,2025-08-29,pendiente,True
134,1,893.72,2025-07-14,pendiente,True
135,1,1338.15,2025-07-13,pendiente,True
135,2,1338.15,2025-08-12,pendiente,True
135,3,1338.15,2025-09-11,pendiente,True
135,4,1338.15,2025-10-11,pendiente,True
136,1,13074.84,2025-10-29,pendiente,True
137,1,3184.55,2025-09-28,pendiente,True
137,2,3184.55,2025-10-28,pendiente,True
137,3,3184.55,2025-11-27,pendiente,True
137,4,3184.55,2025-12-27,pendiente,True
137,5,3184.55,2026-01-26,pendiente,True
137,6,3184.55,2026-02-25,pendiente,True
137,7,3184.55,2026-03-27,pendiente,True
137,8,3184.55,2026-04-26,pendiente,True
138,1,4963.12,2025-10-07,pendiente,True
138,2,4963.12,2025-11-06,pendiente,True
138,3,4963.12,2025-12-06,pendiente,True
139,1,23081.22,2025-06-02,pendiente,True
140,1,1959.8,2025-05-19,pendiente,True
141,1,11266.41,2025-12-07,pendiente,True
142,1,23316.58,2025-06-01,pendiente,True
143,1,5118.72,2025-04-25,pendiente,True
143,2,5118.72,2025-05-25,pendiente,True
143,3,5118.72,2025-06-24,pendiente,True
143,4,5118.72,2025-07-24,pendiente,True
143,5,5118.72,2025-08-23,pendiente,True
144,1,2792.06,2025-10-25,pendiente,True
144,2,2792.06,2025-11-24,pendiente,True
144,3,2792.06,2025-12-24,pendiente,True
144,4,2792.06,2026-01-23,pendiente,True
144,5,2792.06,2026-02-22,pendiente,True
145,1,2518.74,2025-10-07,pendiente,True
146,1,5015.98,2025-02-03,pendiente,True
146,2,5015.98,2025-03-05,pendiente,True
146,3,5015.98,2025-04-04,pendiente,True
146,4,5015.98,2025-05-04,pendiente,True
146,5,5015.98,2025-06-03,pendiente,True
147,1,338.28,2025-07-03,pendiente,True
147,2,338.28,2025-08-02,pendiente,True
147,3,338.28,2025-09-01,pendiente,True
147,4,338.28,2025-10-01,pendiente,True
147,5,338.28,2025-10-31,pendiente,True
147,6,338.28,2025-11-30,pendiente,True
147,7,338.28,2025-12-30,pendiente,True
147,8,338.28,2026-01-29,pendiente,True
147,9,338.28,2026-02-28,pendiente,True
147,10,338.28,2026-03-30,pendiente,True
147,11,338.28,2026-04-29,pendiente,True
148,1,883.9,2025-05-28,pendiente,True
148,2,883.9,2025-06-27,pendiente,True
148,3,883.9,2025-07-27,pendiente,True
148,4,883.9,2025-08-26,pendiente,True
148,5,883.9,2025-09-25,pendiente,True
148,6,883.9,2025-10-25,pendiente,True
149,1,14058.13,2025-09-09,pendiente,True
150,1,312.62,2025-03-01,pendiente,True
150,2,312.62,2025-03-31,pendiente,True
150,3,312.62,2025-04-30,pendiente,True
150,4,312.62,2025-05-30,pendiente,True
150,5,312.62,2025-06-29,pendiente,True
150,6,312.62,2025-07-29,pendiente,True
150,7,312.62,2025-08-28,pendiente,True
150,8,312.62,2025-09-27,pendiente,True
150,9,312.62,2025-10-27,pendiente,True
150,10,312.62,2025-11-26,pendiente,True
150,11,312.62,2025-12-26,pendiente,True
150,12,312.62,2026-01-25,pendiente,True
151,1,20784.7,2025-03-16,pendiente,True
152,1,4295.46,2025-05-08,pendiente,True
153,1,14745.96,2025-06-26,pendiente,True
154,1,14703.32,2025-02-27,pendiente,True
155,1,2165.12,2025-12-08,pendiente,True
155,2,2165.12,2026-01-07,pendiente,True
155,3,2165.12,2026-02-06,pendiente,True
155,4,2165.12,2026-03-08,pendiente,True
155,5,2165.12,2026-04-07,pendiente,True
156,1,4119.21,2025-04-09,pendiente,True
157,1,58932.28,2024-12-21,pendiente,True
158,1,7646.12,2025-05-12,pendiente,True
158,2,7646.12,2025-06-11,pendiente,True
158,3,7646.12,2025-07-11,pendiente,True
158,4,7646.12,2025-08-10,pendiente,True
158,5,7646.12,2025-09-09,pendiente,True
158,6,7646.12,2025-10-09,pendiente,True
159,1,16812.56,2025-10-06,pendiente,True
160,1,1668.56,2025-08-18,pendiente,True
160,2,1668.56,2025-09-17,pendiente,True
160,3,1668.56,2025-10-17,pendiente,True
160,4,1668.56,2025-11-16,pendiente,True
160,5,1668.56,2025-12-16,pendiente,True
160,6,1668.56,2026-01-15,pendiente,True
160,7,1668.56,2026-02-14,pendiente,True
160,8,1668.56,2026-03-16,pendiente,True
160,9,1668.56,2026-04-15,pendiente,True
160,10,1668.56,2026-05-15,pendiente,True
160,11,1668.56,2026-06-14,pendiente,True
161,1,791.39,2025-11-03,pendiente,True
161,2,791.39,2025-12-03,pendiente,True
161,3,791.39,2026-01-02,pendiente,True
161,4,791.39,2026-02-01,pendiente,True
161,5,791.39,2026-03-03,pendiente,True
162,1,37450.14,2025-03-04,pendiente,True
163,1,3120.94,2025-11-13,pendiente,True
163,2,3120.94,2025-12-13,pendiente,True
163,3,3120.94,2026-01-12,pendiente,True
163,4,3120.94,2026-02-11,pendiente,True
163,5,3120.94,2026-03-13,pendiente,True
163,6,3120.94,2026-04-12,pendiente,True
163,7,3120.94,2026-05-12,pendiente,True
163,8,3120.94,2026-06-11,pendiente,True
163,9,3120.94,2026-07-11,pendiente,True
163,10,3120.94,2026-08-10,pendiente,True
163,11,3120.94,2026-09-09,pendiente,True
163,12,3120.94,2026-10-09,pendiente,True
164,1,626.29,2025-12-07,pendiente,True
164,2,626.29,2026-01-06,pendiente,True
164,3,626.29,2026-02-05,pendiente,True
164,4,626.29,2026-03-07,pendiente,True
164,5,626.29,2026-04-06,pendiente,True
164,6,626.29,2026-05-06,pendiente,True
164,7,626.29,2026-06-05,pendiente,True
164,8,626.29,2026-07-05,pendiente,True
164,9,626.29,2026-08-04,pendiente,True
164,10,626.29,2026-09-03,pendiente,True
164,11,626.29,2026-10-03,pendiente,True
164,12,626.29,2026-11-02,pendiente,True
165,1,8438.18,2025-07-23,pendiente,True
166,1,2985.13,2025-07-18,pendiente,True
166,2,2985.13,2025-08-17,pendiente,True
167,1,7530.96,2025-10-04,pendiente,True
168,1,7403.6,2024-12-29,pendiente,True
169,1,7342.12,2025-01-07,pendiente,True
169,2,7342.12,2025-02-06,pendiente,True
169,3,7342.12,2025-03-08,pendiente,True
170,1,27351.12,2025-02-07,pendiente,True
171,1,29725.5,2025-02-01,pendiente,True
172,1,1540.92,2025-01-07,pendiente,True
173,1,37273.28,2025-01-30,pendiente,True
174,1,7683.18,2025-03-07,pendiente,True
175,1,29054.48,2025-03-12,pendiente,True
176,1,23756.65,2025-02-21,pendiente,True
177,1,21906.68,2025-02-25,pendiente,True
177,2,21906.68,2025-03-27,pendiente,True
178,1,91.44,2025-08-20,pendiente,True
178,2,91.44,2025-09-19,pendiente,True
178,3,91.44,2025-10-19,pendiente,True
178,4,91.44,2025-11-18,pendiente,True
178,5,91.44,2025-12-18,pendiente,True
178,6,91.44,2026-01-17,pendiente,True
178,7,91.44,2026-02-16,pendiente,True
179,1,10621.73,2025-03-05,pendiente,True
180,1,545.11,2025-09-05,pendiente,True
180,2,545.11,2025-10-05,pendiente,True
180,3,545.11,2025-11-04,pendiente,True
180,4,545.11,2025-12-04,pendiente,True
180,5,545.11,2026-01-03,pendiente,True
180,6,545.11,2026-02-02,pendiente,True
180,7,545.11,2026-03-04,pendiente,True
180,8,545.11,2026-04-03,pendiente,True
180,9,545.11,2026-05-03,pendiente,True
180,10,545.11,2026-06-02,pendiente,True
181,1,37084.83,2025-09-06,pendiente,True
182,1,2413.32,2025-02-11,pendiente,True
182,2,2413.32,2025-03-13,pendiente,True
182,3,2413.32,2025-04-12,pendiente,True
182,4,2413.32,2025-05-12,pendiente,True
182,5,2413.32,2025-06-11,pendiente,True
182,6,2413.32,2025-07-11,pendiente,True
182,7,2413.32,2025-08-10,pendiente,True
182,8,2413.32,2025-09-09,pendiente,True
182,9,2413.32,2025-10-09,pendiente,True
182,10,2413.32,2025-11-08,pendiente,True
183,1,49800.04,2025-07-18,pendiente,True
184,1,27591.8,2025-11-25,pendiente,True
185,1,6258.66,2025-10-15,pendiente,True
186,1,33570.84,2025-10-24,pendiente,True
